Entity,Code,Year,Renewables (% equivalent primary energy),Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Electricity from wind (TWh)_x,Electricity from hydro (TWh)_x,Electricity from solar (TWh)_x,Other renewables including bioenergy (TWh),Renewables (% electricity),Electricity from hydro (TWh)_y,Hydro (% equivalent primary energy),Hydro (% electricity),Electricity from wind (TWh)_y,Wind (% equivalent primary energy),Wind (% electricity),Electricity from solar (TWh)_y,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total
Iraq,IRQ,2001,3.0164843,0.0,0.0,0.0,3.701006,0.0,0.61,0.0,0.0,2.0105472,0.61,3.0164843,2.0105472,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2002,3.8850465,0.0,0.0,0.0,4.56004,0.0,0.51,0.0,0.0,1.6012559,0.51,3.8850465,1.6012559,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2003,4.5359826,0.0,0.0,0.0,4.7559,0.0,0.43,0.0,0.0,1.6129032,0.43,4.5359826,1.6129032,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2004,5.081916,0.0,0.0,0.0,5.749923,0.0,0.49,0.0,0.0,1.6129032,0.49,5.081916,1.6129032,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2005,4.544925,0.0,0.0,0.0,4.893819,0.0,5.94,0.0,0.0,20.567867,5.94,4.544925,20.567867,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2006,4.7386,0.0,0.0,0.0,4.99076,0.0,6.04,0.0,0.0,18.810339,6.04,4.7386,18.810339,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2007,4.2728944,0.0,0.0,0.0,4.56631,0.0,5.68,0.0,0.0,18.01459,5.68,4.2728944,18.01459,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2008,2.3818684,0.0,0.0,0.0,2.932036,0.0,3.45,0.0,0.0,9.913794,3.45,2.3818684,9.913794,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2009,2.3280268,0.0,0.0,0.0,2.83021,0.0,3.19,0.0,0.0,7.415156,3.19,2.3280268,7.415156,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2010,2.637557,0.0,0.0,0.0,3.615072,0.0,4.72,0.0,0.0,10.214239,4.72,2.637557,10.214239,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2011,2.3962152,0.0,0.0,0.0,3.399509,0.0,3.36,0.0,0.0,6.610269,3.36,2.3962152,6.610269,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2012,2.8232703,0.0,0.0,0.0,4.396909,0.0,4.35,0.0,0.0,10.0046,4.35,2.8232703,10.0046,0.0,0.0,0.0,0.0,0.0,0.0,
Iraq,IRQ,2013,2676,0.0,0.0463,0.0,4.608721,0.0,4.71,0.05,0.0,8.621627,4.71,2.6493838,8.531063,0.0,0.0,0.0,0.05,0.026616184,0.090563305,
Iraq,IRQ,2014,1.7387189,0.0,0.0573,0.0,2.835202,0.0,2.9,0.06,0.0,4.632238,2.9,1.7042753,4.538341,0.0,0.0,0.0,0.06,0.034443762,0.09389671,
Iraq,IRQ,2015,1.610299,0.0,0.057305,0.0,2.546137,0.0,2.52,0.06,0.0,3.984556,2.52,1.5748544,3.891892,0.0,0.0,0.0,0.06,0.035444696,0.09266409,
Iraq,IRQ,2016,1.8365394,0.0,0.057305,0.0,3.371234,0.0,3.34,0.06,0.0,4.505698,3.34,1.8058432,4.426186,0.0,0.0,0.0,0.06,0.030696163,0.07951233,
Iraq,IRQ,2017,1.1253452,0.0,0.057305,0.0,2.176083,0.0,2.15,0.06,0.0,2.685624,2.15,1.0964707,2.6127112,0.0,0.0,0.0,0.06,0.028874483,0.07291287,
Iraq,IRQ,2018,0.9119535,0.0,0.376545,0.0,1.817702,0.0,1.8,0.38,0.0,2.6230297,1.8,0.7554572,2.1658044,0.0,0.0,0.0,0.38,0.15649629,0.45722535,
Iraq,IRQ,2019,2.2772882,0.0,0.376545,0.0,4.963264,0.0,4.96,0.38,0.0,5.987218,4.96,2.1167018,5.5611615,0.0,0.0,0.0,0.38,0.16058654,0.4260567,
Iraq,IRQ,2020,1.646885,0.0,0.37757662,0.0,3.0820708,0.0,4.92,0.38,0.0,5.776567,4.92,1.4671484,5.3623977,0.0,0.0,0.0,0.38,0.17973663,0.41416892,
Iraq,IRQ,2021,1.502491,0.0,0.376545,0.0,3.00978,0.0,4.9,0.38,0.0,5.4287477,4.9,1.3354203,5.038042,0.0,0.0,0.0,0.38,0.16707063,0.39070532,
Ireland,IRL,1965,4.1168256,0.0,0.0,0.0,0.94203,0.0,0.94203,0.0,0.0,,0.94203,4.1168256,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1966,3.3116634,0.0,0.0,0.0,0.84899,0.0,0.84899,0.0,0.0,,0.84899,3.3116634,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1967,2.8878038,0.0,0.0,0.0,0.80247,0.0,0.80247,0.0,0.0,,0.80247,2.8878038,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1968,2.3684356,0.0,0.0,0.0,0.76758,0.0,0.76758,0.0,0.0,,0.76758,2.3684356,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1969,1.788348,0.0,0.0,0.0,0.5815,0.0,0.5815,0.0,0.0,,0.5815,1.788348,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1970,3.130313,0.0,0.0,0.0,0.80247,0.0,0.80247,0.0,0.0,,0.80247,3.130313,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1971,1.7471479,0.0,0.0,0.0,0.4652,0.0,0.4652,0.0,0.0,,0.4652,1.7471479,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1972,2.440847,0.0,0.0,0.0,0.68617,0.0,0.68617,0.0,0.0,,0.68617,2.440847,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1973,2.1648736,0.0,0.0,0.0,0.63965,0.0,0.63965,0.0,0.0,,0.63965,2.1648736,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1974,2.630475,0.0,0.0,0.0,0.79084,0.0,0.79084,0.0,0.0,,0.79084,2.630475,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1975,1.8612478,0.0,0.0,0.0,0.52335,0.0,0.52335,0.0,0.0,,0.52335,1.8612478,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1976,2.0663717,0.0,0.0,0.0,0.59313,0.0,0.59313,0.0,0.0,,0.59313,2.0663717,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1977,2.432969,0.0,0.0,0.0,0.74432,0.0,0.74432,0.0,0.0,,0.74432,2.432969,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1978,2.1924868,0.0,0.0,0.0,0.6978,0.0,0.6978,0.0,0.0,,0.6978,2.1924868,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1979,2.3525975,0.0,0.0,0.0,0.82573,0.0,0.82573,0.0,0.0,,0.82573,2.3525975,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1980,2.4655998,0.0,0.0,0.0,0.83736,0.0,0.83736,0.0,0.0,,0.83736,2.4655998,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1981,2.5970182,0.0,0.0,0.0,0.86062,0.0,0.86062,0.0,0.0,,0.86062,2.5970182,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1982,2.4390516,0.0,0.0,0.0,0.80247,0.0,0.80247,0.0,0.0,,0.80247,2.4390516,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1983,2.4031906,0.0,0.0,0.0,0.77921,0.0,0.77921,0.0,0.0,,0.77921,2.4031906,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1984,2.1390052,0.0,0.0,0.0,0.68617,0.0,0.68617,0.0,0.0,,0.68617,2.1390052,,0.0,0.0,,0.0,0.0,,
Ireland,IRL,1985,2.4875605,0.0,0.0,0.0,0.83736,0.0,0.83736,0.0,0.0,6.9272003,0.83736,2.4875605,6.9272003,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,IRL,1986,2.5271845,0.0,0.0,0.0,0.91877,0.0,0.91877,0.0,0.0,7.2618556,0.91877,2.5271845,7.2618556,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,IRL,1987,1.8662728,0.0,0.0,0.0,0.68617,0.0,0.68617,0.0,0.0,5.2523727,0.68617,1.8662728,5.2523727,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,IRL,1988,2.3837883,0.0,0.0,0.0,0.87225,0.0,0.87225,0.0,0.0,6.5939674,0.87225,2.3837883,6.5939674,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,IRL,1989,1.8510284,0.0,0.0,0.0,0.6978,0.0,0.6978,0.0,0.0,5.044459,0.6978,1.8510284,5.044459,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,IRL,1990,1.7610795,0.0,0.0,0.0,697,0.0,0.7,0.0,0.0,4.919185,0.7,1.7610795,4.919185,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,IRL,1991,1.8195367,0.0,0.0,0.0,746,0.0,0.75,0.0,0.0,5.0234427,0.75,1.8195367,5.0234427,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,IRL,1992,1.9909809,0.0,0.0,0.0050009,817,0.0,0.82,0.0,0.0,5.196451,0.82,1.9788762,5.196451,0.0,0.012104753,0.0,0.0,0.0,0.0,
Ireland,IRL,1993,1.849106,0.0,0.0,0.0150027,765,0.01,0.76,0.0,0.0,4.7707562,0.76,1.8135401,4.7087984,0.01,0.035565976,0.06195787,0.0,0.0,0.0,
Ireland,IRL,1994,2.141104,0.0,0.0,0.01900342,0.92,0.02,0.92,0.0,0.0,5.585264,0.92,2.0977728,5.466429,0.02,0.043331265,0.11883541,0.0,0.0,0.0,
Ireland,IRL,1995,1.630657,0.0,0.0,0.01600288,713,0.02,0.71,0.0,0.0,4.1453714,0.71,1.5948613,4.0318,0.02,0.035795704,0.11357183,0.0,0.0,0.0,
Ireland,IRL,1996,1.6184038,0.02700486,0.0,0.01400252,722,0.01,0.72,0.0,0.03,4.0190377,0.72,1.5271244,3.8075092,0.01,0.029617144,0.05288207,0.0,0.0,0.0,
Ireland,IRL,1997,1.6524464,0.08101458,0.0,0.050009,678,0.05,0.68,0.0,0.08,4.1137633,0.68,1.3738844,3.4535296,0.05,0.10133717,0.253936,0.0,0.0,0.0,
Ireland,IRL,1998,2.2163975,0.0850153,0.0,0.16903041,916,0.17,0.92,0.0,0.09,5.6486354,0.92,1.725192,4.4040213,0.17,0.31835145,0.8137865,0.0,0.0,0.0,
Ireland,IRL,1999,2.014281,0.09101638,0.0,0.18703365,846,0.19,0.85,0.0,0.09,5.19063,0.85,1.5063176,3.9044557,0.19,0.33301657,0.87276065,0.0,0.0,0.0,
Ireland,IRL,2000,2.0416548,0.0950171,0.0,0.24404392,846,0.24,0.85,0.0,0.09,4.985213,0.85,1.4482746,3.5910435,0.24,0.41778088,1.0139416,0.0,0.0,0.0,
Ireland,IRL,2001,1.6617,0.09701746,0.0,0.33406013,596,0.33,0.6,0.0,0.1,4.180195,0.6,0.95643944,2.435065,0.33,0.5360877,1.3392857,0.0,0.0,0.0,
Ireland,IRL,2002,2.22865,0.08101458,0.0,0.38806984,912,0.39,0.91,0.0,0.08,5.5555553,0.91,1.4636495,3.663446,0.39,0.622805,1.5700483,0.0,0.0,0.0,
Ireland,IRL,2003,1.8775274,0.08601548,0.0,0.4540817,598,0.45,0.6,0.0,0.09,4.5856795,0.6,0.9790725,2.4135158,0.45,0.7434431,1.8101367,0.0,0.0,0.0,
Ireland,IRL,2004,2.256778,0.10901962,0.0,0.6551179,0.63,0.65,0.63,0.0,0.11,5.511499,0.63,1.0112981,2.4980175,0.65,1.0516181,2.5773196,0.0,0.0,0.0,
Ireland,IRL,2005,2.88465,0.13028544,0.0,1.1121101,0.63126,1.11,0.63,0.0,0.13,7.298985,0.63,0.96417946,2.4590163,1.11,1.6986245,4.3325524,0.0,0.0,0.0,
Ireland,IRL,2006,3.701902,0.12845582,0.0,1.6223332,0.724273,1.62,0.72,0.0,0.13,9.111029,0.72,1.0764716,2.6558466,1.62,2.4112394,5.9756546,0.0,0.0,0.0,
Ireland,IRL,2007,4.042659,0.17003784,0.0,1.9587231,0.666576,1.96,0.67,0.0,0.18,9.904829,0.67,0.9565103,2.3616495,1.96,2.8106904,6.908706,0.0,0.0,0.0,
Ireland,IRL,2008,5.1767683,0.2089215,0.0,2.410447,0.968323,2.41,0.97,0.0,0.22,12.032085,0.97,1.386239,3.2419786,2.41,3.4507654,8.054813,0.0,0.0,0.0,
Ireland,IRL,2009,6.4529405,0.2513545,0.000424236,2.9557493,0.901734,2.96,0.9,0.0,0.26,14.730068,0.9,1.4037465,3.2177334,2.96,4.601271,10.5827675,0.0,0.0006611644,0.0,
Ireland,IRL,2010,5.8530927,0.3150562,0.000476107,2.8151658,0.599231,2.81,0.6,0.0,0.31,13.210227,0.6,0.9285543,2.130682,2.81,4.362315,9.978693,0.0,0.0007381828,0.0,
Ireland,IRL,2011,8.820141,0.3360968,0.000542081,4.381103,0.706687,4.38,0.71,0.0,0.34,19.992636,0.71,1.1379943,2.6141384,4.38,7.054991,16.126657,0.0,0.0008723593,0.0,
Ireland,IRL,2012,8.679478,0.43932655,0.000645929,4.0112,0.802349,4.01,0.8,0.0,0.44,19.351273,0.8,1.3076242,2.9487653,4.01,6.5372334,14.780687,0.0,0.0010533693,0.0,
Ireland,IRL,2013,9.441345,0.48095158,0.000699463,4.542332,0.599497,4.54,0.6,0.0,0.49,22.01799,0.6,0.991974,2.3465,4.54,7.5160937,17.755182,0.0,0.001156916,0.0,
Ireland,IRL,2014,10.700231,0.5362493,0.000946215,5.1409864,0.708654,5.14,0.71,0.0,0.54,24.757847,0.71,1.1697345,2.750872,5.14,8.485931,19.914762,0.0,0.0015621672,0.0,
Ireland,IRL,2015,12.265226,0.47624168,0.001616621,6.5741806,0.80649,6.57,0.81,0.0,0.48,27.971529,0.81,1.2447474,2.8825622,6.57,10.146677,23.380783,0.0,0.0024994675,0.0,
Ireland,IRL,2016,11.26935,681,0.005946,6149,0.681025,6.15,0.68,0.01,0.68,24.875952,0.68,1.0034895,2.2494211,6.15,9.060544,20.344028,0.01,0.008760874,0.03307972,
Ireland,IRL,2017,13.157302,0.729833,0.011556,7.444742,0.691603,7.44,0.69,0.01,0.74,28.962818,0.69,1.0084556,2.2504892,7.44,10.855493,24.266146,0.01,0.016850302,0.032615785,
Ireland,IRL,2018,14.717063,0.848341,0.021701,8.639767,0.69409,8.64,0.69,0.02,0.85,33.00971,0.69,0.9841838,2.2330098,8.64,12.250743,27.961168,0.02,0.030770939,0.06472492,
Ireland,IRL,2019,16.911177,0.852307,0.04008,10.019485,0.88658273,10.02,0.89,0.04,0.85,38.41146,0.89,1.2516927,2.8971355,10.02,14.145679,32.61719,0.04,0.0565856,0.13020834,
Ireland,IRL,2020,20.549843,0.937376,0.06378,11.54942,0.9334007,11.55,0.93,0.06,0.92,42.10197,0.93,1.4015262,2.9089773,11.55,17.341766,36.12762,0.06,0.095767386,0.18767595,
Ireland,IRL,2021,17.581884,0.9686464,0.06360574,9.712766,0.7478114,9.78,0.75,0.09,1.0,36.772152,0.75,1.1231905,2.3734176,9.78,14.588286,30.949368,0.09,0.09553387,0.28481013,
Ireland,IRL,2022,,,,,,11.5,0.72,0.09,1.08,39.486877,0.72,,2.1232674,11.5,,33.9133,0.09,,0.26540843,
Italy,ITA,1965,14.399823,2676,0.0,0.0,42634,0.0,42634,0.0,2676,,42634,13.578179,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1966,13.78976,3351,0.0,0.0,43.72,0.0,43.72,0.0,3351,,43.72,12.821482,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1967,12.396455,3475,0.0,0.0,42.34,0.0,42.34,0.0,3475,,42.34,11.465374,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1968,11.592197,3617,0.0,0.0,42677,0.0,42677,0.0,3617,,42677,10.694671,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1969,10.465505,3812,0.0,0.0,41166,0.0,41166,0.0,3812,,41166,9.584585,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1970,9.408058,4228,0.0,0.0,40373,0.0,40373,0.0,4228,,40373,8.514406,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1971,8.673787,4209,0.0,0.0,39079,0.0,39079,0.0,4209,,39079,7.827654,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1972,8.6231785,3807,0.0,0.0,41348,0.0,41348,0.0,3807,,41348,7.897364,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1973,7.5719647,3845,0.0,0.0,37523,0.0,37523,0.0,3845,,37523,6.866788,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1974,7.7026577,4245,0.0,0.0,37795,0.0,37795,0.0,4245,,37795,6.9186597,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1975,8.419504,3986,0.0,0.0,41021,0.0,41021,0.0,3986,,41021,7.6705613,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1976,7.6167636,3812,0.0,0.0,39176,0.0,39176,0.0,3812,,39176,6.941244,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1977,9.689524,3.73,0.0,0.0,51139,0.0,51139,0.0,3.73,,51139,9.031369,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1978,8.498705,3811,0.0,0.0,45491,0.0,45491,0.0,3811,,45491,7.8411274,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1979,8.319645,3825,0.0,0.0,45947,0.0,45947,0.0,3825,,45947,7.6796002,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1980,8.439497,3.96,0.0,0.0,45244,0.0,45244,0.0,3.96,,45244,7.761143,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1981,8.140425,3469,0.0,0.0,43034,0.0,43034,0.0,3469,,43034,7.540241,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1982,8.032729,3521,0.0,0.0,41461,0.0,41461,0.0,3521,,41461,7.4119062,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1983,8.177463,3393,0.0,0.0,41445,0.0,41445,0.0,3393,,41445,7.5680466,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1984,8.236616,3472,0.0,0.0,42401,0.0,42401,0.0,3472,,42401,7.623925,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1985,7.9867015,3212,0.0,0.0,41092,0.0,41092,0.0,3212,23.852695,41092,7.418739,22.123396,0.0,0.0,0.0,0.0,0.0,0.0,
Italy,ITA,1986,7.8285484,3501,0.0,0.0,41096,0.0,41096,0.0,3501,23.187752,41096,7.2224984,21.367441,0.0,0.0,0.0,0.0,0.0,0.0,
Italy,ITA,1987,7.361894,3693,0.0,0.0,39505,0.0,39505,0.0,3693,21.451843,39505,6.742578,19.617922,0.0,0.0,0.0,0.0,0.0,0.0,
Italy,ITA,1988,7.3950276,3787,0.0,0.0,40676,0.0,40676,0.0,3787,21.84259,40676,6.7756095,19.982216,0.0,0.0,0.0,0.0,0.0,0.0,
Italy,ITA,1989,6.0182905,3197,0.002020202,2,34057,2,34057,0.002020202,3197,17.678774,34057,5.519619,16.159904,2,0.0003242874,0.0009489917,0.002020202,0.00032733235,0.0009585775,
Italy,ITA,1990,5.5439982,3271,4,0.001919192,31626,0.0,31.63,0.0,3.27,16.373446,31.63,5.0416975,14.839315,0.0,0.00030549947,0.0,0.0,0.0006379548,0.0,0.0
Italy,ITA,1991,7.020092,3292,5,0.002878788,42239,0.0,42.24,0.0,3.29,20.84421,42.24,6.528574,19.338003,0.0,0.00044429753,0.0,0.0,0.0007724388,0.0,0.0
Italy,ITA,1992,7.082339,3556,9,0.001919192,42.2,0.0,42.2,0.01,3.56,20.582811,42.2,6.54926,18.97738,0.0,0.00029741146,0.0,0.01,0.0013966676,0.00449701,0.0
Italy,ITA,1993,7.1479244,3783,11,0.003838384,41425,0.0,41.42,0.01,3.79,20.611694,41.42,6.567815,18.879622,0.0,0.0006091573,0.0,0.01,0.0017440219,0.004558093,0.0
Italy,ITA,1994,7.6455245,3564,11,0.006717172,44658,0.01,44.66,0.01,3.5700002,21.120598,44.66,7.0964465,19.549135,0.01,0.001067322,0.0043773255,0.01,0.0017479748,0.0043773255,0.0
Italy,ITA,1995,6.312266,3654,13,0.008636364,37782,0.01,37.78,0.01,3.66,17.493671,37.78,5.769528,15.940928,0.01,0.0013183131,0.004219409,0.01,0.001985173,0.004219409,0.0
Italy,ITA,1996,7.0418596,4139,14,0.031666666,42037,0.03,42.04,0.01,4.14,19.334867,42.04,6.421277,17.586279,0.03,0.004837181,0.012549676,0.01,0.002138538,0.0041832253,0.0
Italy,ITA,1997,6.921144,4.47,15,118,41603,0.12,41.6,0.01,4.46,18.790936,41.6,6.24692,16.923641,0.12,0.01771835,0.048818193,0.01,0.002252327,0.004068183,0.0
Italy,ITA,1998,6.8061547,5009,16,232,41.22,0.23,41.22,0.02,5.01,18.376627,41.22,6.050245,16.296999,0.23,0.034052804,0.090934254,0.02,0.0023484754,0.007907326,0.0
Italy,ITA,1999,7.3128424,5.53,17,403,45365,0.4,45.37,0.02,5.53,19.84532,45.37,6.4760513,17.54447,0.4,0.05753001,0.15467903,0.02,0.0024268276,0.007733952,0.0
Italy,ITA,2000,7.1556435,6099,18,563,44.2,0.56,44.2,0.02,6.0899997,18.900242,44.2,6.225878,16.42207,0.56,0.079302475,0.20806243,0.02,0.0025354265,0.0074308007,0.0
Italy,ITA,2001,7.6085052,6338,19,1179,46811,1.18,46.81,0.02,6.34,20.049433,46.81,6.556299,17.267965,1.18,0.1651295,0.43529585,0.02,0.0026611239,0.007377896,0.0
Italy,ITA,2002,6.7783766,7372,21,1404,39519,1.4,39.52,0.02,7.37,17.455557,39.52,5.5367227,14.27952,1.4,0.19670434,0.5058534,0.02,0.0029421605,0.0072264774,0.0
Italy,ITA,2003,6.33908,8714,24,1458,36.67,1.46,36.67,0.02,8.71,16.420212,36.67,4.9468937,12.849533,1.46,0.19668859,0.5115986,0.02,0.0032376759,0.0070081996,0.0
Italy,ITA,2004,7.220357,9657,29,1847,42338,1.85,42.34,0.03,9.66,18.274939,42.34,5.551867,14.360819,1.85,0.24220084,0.62748027,0.03,0.0038028224,0.010175356,2.9394476
Italy,ITA,2005,6.4335437,9998,31,2343,36067,2.34,36.07,0.03,9.99,16.376978,36.07,4.6937737,12.197349,2.34,0.30491894,0.79128903,0.03,0.0040343525,0.010144731,2.055556
Italy,ITA,2006,6.7299886,10635,35,2971,36994,2.97,36.99,0.04,10.64,16.512863,36.99,4.806377,12.061826,2.97,0.38600168,0.9684677,0.04,0.0045473105,0.013043336,2.2919474
Italy,ITA,2007,6.4319706,10827,39,4034,32815,4.03,32.82,0.04,10.83,15.533349,32.82,4.3191547,10.683247,4.03,0.53096056,1.3118064,0.04,0.005133233,0.01302041,2.076106
Italy,ITA,2008,8.19532,11486,193,4861,41623,4.86,41.62,0.19,11.49,18.6112,41.62,5.538272,13.3184,4.86,0.6467948,1.5552,0.19,0.025680184,0.0608,7.279287
Italy,ITA,2009,10.585501,12.8987,677,6543,49138,6.54,49.14,0.68,12.9,24.083735,49.14,6.959877,17.08742,6.54,0.9267466,2.27415,0.68,0.09588988,0.23645595,8.685807
Italy,ITA,2010,11.43081,14816,1.9057,9.1259,51117,9.13,51.12,1.91,14.82,25.84002,51.12,6.966023,17.159544,9.13,1.2436416,3.064684,1.91,0.25970128,0.64113325,9.046453
Italy,ITA,2011,12.443047,16.4867,10.7957,9.8564,45823,9.86,45.82,10.8,16.48,27.67732,45.82,6.3270955,15.286582,9.86,1.3609407,3.2895174,10.8,1.4906362,3.6031227,6.8204136
Italy,ITA,2012,14.165737,18.0786,18.8617,13.4071,41875,13.41,41.87,18.86,18.08,31.104963,41.87,5.9066763,14.122369,13.41,1.8911381,4.5230703,18.86,2.6605363,6.3613057,3.6217332
Italy,ITA,2013,17.610695,22.7493,21.5886,14897,52774,14.9,52.77,21.59,22.74,39.014874,52.77,7.738684,18.382277,14.9,2.184469,5.1903715,21.59,3.1657133,7.5208135,5.3124213
Italy,ITA,2014,19.739761,24.6487,22.3064,15.1783,58545,15.18,58.55,22.31,24.64,43.497692,58.55,8.999735,21.103662,15.18,2.3332596,5.471453,22.31,3.4290154,8.041378,5.963248
Italy,ITA,2015,17.334675,25.5807,22.9422,14.8439,44.1053,14.84,45.54,22.94,25.57,38.757786,45.54,6.558825,16.20929,14.84,2.2074115,5.2820783,22.94,3.4116962,8.1651535,6.0315504
Italy,ITA,2016,17.009197,25.7972,22.1043,17.6887,40.6068,17.69,42.43,22.1,25.79,37.607937,42.43,5.9825654,14.773676,17.69,2.606061,6.1594706,22.1,3.2566078,7.694986,6.093992
Italy,ITA,2017,16.149738,25.5794,24.3777,17.7419,34.37274,17.74,36.2,24.38,25.57,35.41745,36.2,4.976216,12.34105,17.74,2.5685332,6.0477962,24.38,3.5292122,8.311459,7.311641
Italy,ITA,2018,17.727497,25258,22.6538,17.7164,48.8248,17.72,48.79,22.65,25.25,39.810013,48.79,6.9688334,16.976929,17.72,2.5286872,6.165837,22.65,3.2334094,7.881276,7.8877335
Italy,ITA,2019,17.93995,25.6375,23.6889,20.0344,47.1548,20.2,46.32,23.69,25.619999,39.756306,46.32,6.8250337,15.898404,20.2,2.8997145,6.933242,23.69,3.4286547,8.131114,9.075994
Italy,ITA,2020,19.721262,25.654734,24551,18.6082,45.728622,18.76,47.55,24.94,25.650002,42.039772,47.55,7.2984347,17.10001,18.76,2.9699278,6.7465024,24.94,3.918418,8.968965,12.99235
Italy,ITA,2021,18.36226,25.756252,25.066978,20.618114,43.05632,20.93,45.39,25.04,24.97,40.619434,45.39,6.3820415,15.849016,20.93,3.0561287,7.3082156,25.04,3.7155635,8.743321,12.720147
Italy,ITA,2022,,,,,,19.91,29.94,27.73,24.029999,36.43764,29.94,,10.736571,19.91,,7.139784,27.73,,9.944058,
Japan,JPN,1965,12.335087,0.0,0.0,0.0,76.07,0.0,76.07,0.0,0.0,,76.07,12.335087,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1966,11.651081,0.0,0.0,0.0,79.35,0.0,79.35,0.0,0.0,,79.35,11.651081,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1967,8.7938595,0.0,0.0,0.0,68.55,0.0,68.55,0.0,0.0,,68.55,8.7938595,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1968,8.451984,0.0,0.0,0.0,73.45,0.0,73.45,0.0,0.0,,73.45,8.451984,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1969,7.6118827,0.0,0.0,0.0,75.35,0.0,75.35,0.0,0.0,,75.35,7.6118827,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1970,6.8364344,0.242704,0.0,0.0,75.4,0.0,75.4,0.0,0.242704,,75.4,6.815382,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1971,7.1661816,0.235611,0.0,0.0,84.2,0.0,84.2,0.0,0.235611,,84.2,7.1469913,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1972,6.9147363,0.248591,0.0,0.0,85.1,0.0,85.1,0.0,0.248591,,85.1,6.895407,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1973,4.894682,0.253998,0.0,0.0,66778,0.0,66778,0.0,0.253998,,66778,4.8768816,,0.0,0.0,,0.0,0.0,,
Japan,JPN,1974,6.03098,0.307547,0.0,0.0,82.68,0.0,82.68,0.0,0.307547,,82.68,6.00953,,0.0,0.0,,0.0,0.0,,
